FIPS Code,State/Area,Year,Month,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
48,Texas,2001,1,"15,360,003   ","10,462,250   ",68.1,"10,030,817   ",65.3,"431,433   ",4.1
49,Utah,2001,1,"1,602,535   ","1,158,505   ",72.3,"1,114,739   ",69.6,"43,766   ",3.8
50,Vermont,2001,1,"476,597   ","336,609   ",70.6,"326,466   ",68.5,"10,143   ",3.0
51,Virginia,2001,1,"5,344,116   ","3,657,773   ",68.4,"3,573,374   ",66.9,"84,399   ",2.3
53,Washington,2001,1,"4,502,401   ","3,095,476   ",68.8,"2,928,958   ",65.1,"166,518   ",5.4
54,West Virginia,2001,1,"1,428,385   ","801,288   ",56.1,"758,530   ",53.1,"42,758   ",5.3
55,Wisconsin,2001,1,"4,108,549   ","3,011,189   ",73.3,"2,898,040   ",70.5,"113,149   ",3.8
56,Wyoming,2001,1,"373,775   ","267,697   ",71.6,"257,920   ",69.0,"9,777   ",3.7
1,Alabama,2001,2,"3,387,682   ","2,141,500   ",63.2,"2,038,930   ",60.2,"102,570   ",4.8
2,Alaska,2001,2,"440,088   ","320,026   ",72.7,"300,387   ",68.3,"19,639   ",6.1
4,Arizona,2001,2,"3,912,564   ","2,563,946   ",65.5,"2,458,846   ",62.8,"105,100   ",4.1
5,Arkansas,2001,2,"2,034,883   ","1,260,761   ",62.0,"1,205,527   ",59.2,"55,234   ",4.4
6,California,2001,2,"25,376,427   ","17,058,192   ",67.2,"16,232,819   ",64.0,"825,373   ",4.8
8,Colorado,2001,2,"3,316,218   ","2,374,647   ",71.6,"2,308,334   ",69.6,"66,313   ",2.8
9,Connecticut,2001,2,"2,604,874   ","1,754,010   ",67.3,"1,711,268   ",65.7,"42,742   ",2.4
10,Delaware,2001,2,"601,855   ","423,256   ",70.3,"408,164   ",67.8,"15,092   ",3.6
11,District of Columbia,2001,2,"459,780   ","312,446   ",68.0,"293,656   ",63.9,"18,790   ",6.0
12,Florida,2001,2,"12,634,814   ","8,045,552   ",63.7,"7,725,933   ",61.1,"319,619   ",4.0
13,Georgia,2001,2,"6,177,204   ","4,250,445   ",68.8,"4,100,338   ",66.4,"150,107   ",3.5
15,Hawaii,2001,2,"903,961   ","608,291   ",67.3,"583,184   ",64.5,"25,107   ",4.1
16,Idaho,2001,2,"962,324   ","671,958   ",69.8,"640,170   ",66.5,"31,788   ",4.7
17,Illinois,2001,2,"9,384,194   ","6,477,254   ",69.0,"6,147,239   ",65.5,"330,015   ",5.1
18,Indiana,2001,2,"4,619,366   ","3,137,878   ",67.9,"3,027,812   ",65.5,"110,066   ",3.5
19,Iowa,2001,2,"2,237,469   ","1,608,759   ",71.9,"1,558,748   ",69.7,"50,011   ",3.1
20,Kansas,2001,2,"2,009,179   ","1,401,763   ",69.8,"1,344,731   ",66.9,"57,032   ",4.1
21,Kentucky,2001,2,"3,098,647   ","1,964,621   ",63.4,"1,873,278   ",60.5,"91,343   ",4.6
22,Louisiana,2001,2,"3,293,361   ","2,035,264   ",61.8,"1,923,373   ",58.4,"111,891   ",5.5
23,Maine,2001,2,"1,000,503   ","674,993   ",67.5,"652,554   ",65.2,"22,439   ",3.3
24,Maryland,2001,2,"4,028,165   ","2,831,516   ",70.3,"2,728,083   ",67.7,"103,433   ",3.7
25,Massachusetts,2001,2,"4,956,302   ","3,376,930   ",68.1,"3,273,162   ",66.0,"103,768   ",3.1
26,Michigan,2001,2,"7,552,510   ","5,180,402   ",68.6,"4,943,477   ",65.5,"236,925   ",4.6
27,Minnesota,2001,2,"3,761,681   ","2,846,314   ",75.7,"2,751,524   ",73.1,"94,790   ",3.3
28,Mississippi,2001,2,"2,101,429   ","1,303,459   ",62.0,"1,237,565   ",58.9,"65,894   ",5.1
29,Missouri,2001,2,"4,258,133   ","3,000,391   ",70.5,"2,873,793   ",67.5,"126,598   ",4.2
30,Montana,2001,2,"690,759   ","467,916   ",67.7,"446,355   ",64.6,"21,561   ",4.6
31,Nebraska,2001,2,"1,288,101   ","945,847   ",73.4,"918,063   ",71.3,"27,784   ",2.9
32,Nevada,2001,2,"1,558,251   ","1,103,074   ",70.8,"1,051,286   ",67.5,"51,788   ",4.7
33,New Hampshire,2001,2,"959,514   ","694,092   ",72.3,"674,113   ",70.3,"19,979   ",2.9
34,New Jersey,2001,2,"6,470,722   ","4,284,196   ",66.2,"4,125,144   ",63.8,"159,052   ",3.7
35,New Mexico,2001,2,"1,348,249   ","855,877   ",63.5,"813,304   ",60.3,"42,573   ",5.0
36,New York,2001,2,"14,605,671   ","9,120,132   ",62.4,"8,733,557   ",59.8,"386,575   ",4.2
37,North Carolina,2001,2,"6,168,952   ","4,188,581   ",67.9,"3,997,445   ",64.8,"191,136   ",4.6
38,North Dakota,2001,2,"484,508   ","344,417   ",71.1,"334,908   ",69.1,"9,509   ",2.8
39,Ohio,2001,2,"8,650,413   ","5,806,144   ",67.1,"5,584,368   ",64.6,"221,776   ",3.8
40,Oklahoma,2001,2,"2,588,181   ","1,664,211   ",64.3,"1,613,887   ",62.4,"50,324   ",3.0
41,Oregon,2001,2,"2,664,923   ","1,814,784   ",68.1,"1,716,005   ",64.4,"98,779   ",5.4
42,Pennsylvania,2001,2,"9,502,499   ","6,174,916   ",65.0,"5,904,081   ",62.1,"270,835   ",4.4
44,Rhode Island,2001,2,"816,677   ","542,014   ",66.4,"519,564   ",63.6,"22,450   ",4.1
45,South Carolina,2001,2,"3,050,568   ","1,961,288   ",64.3,"1,874,545   ",61.4,"86,743   ",4.4
46,South Dakota,2001,2,"564,472   ","412,944   ",73.2,"401,473   ",71.1,"11,471   ",2.8
47,Tennessee,2001,2,"4,385,065   ","2,860,066   ",65.2,"2,746,928   ",62.6,"113,138   ",4.0
48,Texas,2001,2,"15,384,055   ","10,479,048   ",68.1,"10,037,850   ",65.2,"441,198   ",4.2
49,Utah,2001,2,"1,605,693   ","1,160,008   ",72.2,"1,115,153   ",69.4,"44,855   ",3.9
50,Vermont,2001,2,"476,959   ","337,020   ",70.7,"326,597   ",68.5,"10,423   ",3.1
51,Virginia,2001,2,"5,350,121   ","3,665,728   ",68.5,"3,575,695   ",66.8,"90,033   ",2.5
53,Washington,2001,2,"4,507,825   ","3,095,569   ",68.7,"2,925,810   ",64.9,"169,759   ",5.5
54,West Virginia,2001,2,"1,427,881   ","800,703   ",56.1,"758,394   ",53.1,"42,309   ",5.3
55,Wisconsin,2001,2,"4,111,573   ","3,016,984   ",73.4,"2,899,630   ",70.5,"117,354   ",3.9
56,Wyoming,2001,2,"373,943   ","267,992   ",71.7,"258,178   ",69.0,"9,814   ",3.7
1,Alabama,2001,3,"3,388,360   ","2,139,257   ",63.1,"2,035,813   ",60.1,"103,444   ",4.8
2,Alaska,2001,3,"440,714   ","320,242   ",72.7,"300,708   ",68.2,"19,534   ",6.1
4,Arizona,2001,3,"3,920,943   ","2,570,663   ",65.6,"2,463,767   ",62.8,"106,896   ",4.2
5,Arkansas,2001,3,"2,035,722   ","1,260,887   ",61.9,"1,204,622   ",59.2,"56,265   ",4.5
6,California,2001,3,"25,408,416   ","17,067,462   ",67.2,"16,229,316   ",63.9,"838,146   ",4.9
8,Colorado,2001,3,"3,323,001   ","2,376,838   ",71.5,"2,307,202   ",69.4,"69,636   ",2.9
9,Connecticut,2001,3,"2,605,932   ","1,751,602   ",67.2,"1,707,158   ",65.5,"44,444   ",2.5
10,Delaware,2001,3,"602,431   ","423,429   ",70.3,"408,737   ",67.8,"14,692   ",3.5
11,District of Columbia,2001,3,"460,062   ","311,421   ",67.7,"292,516   ",63.6,"18,905   ",6.1
12,Florida,2001,3,"12,653,862   ","8,053,803   ",63.6,"7,728,117   ",61.1,"325,686   ",4.0
13,Georgia,2001,3,"6,187,800   ","4,251,021   ",68.7,"4,098,047   ",66.2,"152,974   ",3.6
15,Hawaii,2001,3,"904,557   ","608,571   ",67.3,"583,097   ",64.5,"25,474   ",4.2
16,Idaho,2001,3,"963,750   ","673,742   ",69.9,"641,583   ",66.6,"32,159   ",4.8
17,Illinois,2001,3,"9,388,724   ","6,479,113   ",69.0,"6,142,766   ",65.4,"336,347   ",5.2
18,Indiana,2001,3,"4,621,335   ","3,140,939   ",68.0,"3,026,034   ",65.5,"114,905   ",3.7
19,Iowa,2001,3,"2,237,792   ","1,609,527   ",71.9,"1,558,694   ",69.7,"50,833   ",3.2
20,Kansas,2001,3,"2,010,010   ","1,400,671   ",69.7,"1,343,513   ",66.8,"57,158   ",4.1
21,Kentucky,2001,3,"3,099,936   ","1,962,263   ",63.3,"1,868,983   ",60.3,"93,280   ",4.8
22,Louisiana,2001,3,"3,293,479   ","2,033,367   ",61.7,"1,922,359   ",58.4,"111,008   ",5.5
23,Maine,2001,3,"1,001,284   ","675,405   ",67.5,"652,184   ",65.1,"23,221   ",3.4
24,Maryland,2001,3,"4,032,468   ","2,831,057   ",70.2,"2,726,306   ",67.6,"104,751   ",3.7
25,Massachusetts,2001,3,"4,959,688   ","3,380,386   ",68.2,"3,271,755   ",66.0,"108,631   ",3.2
26,Michigan,2001,3,"7,556,439   ","5,178,441   ",68.5,"4,934,622   ",65.3,"243,819   ",4.7
27,Minnesota,2001,3,"3,765,569   ","2,848,984   ",75.7,"2,751,722   ",73.1,"97,262   ",3.4
28,Mississippi,2001,3,"2,101,776   ","1,301,372   ",61.9,"1,235,470   ",58.8,"65,902   ",5.1
29,Missouri,2001,3,"4,260,879   ","2,998,294   ",70.4,"2,870,983   ",67.4,"127,311   ",4.2
30,Montana,2001,3,"691,172   ","467,435   ",67.6,"445,940   ",64.5,"21,495   ",4.6
31,Nebraska,2001,3,"1,288,559   ","946,352   ",73.4,"918,311   ",71.3,"28,041   ",3.0
32,Nevada,2001,3,"1,562,928   ","1,105,674   ",70.7,"1,052,888   ",67.4,"52,786   ",4.8
33,New Hampshire,2001,3,"960,747   ","694,114   ",72.2,"673,323   ",70.1,"20,791   ",3.0
34,New Jersey,2001,3,"6,473,995   ","4,281,978   ",66.1,"4,121,899   ",63.7,"160,079   ",3.7
35,New Mexico,2001,3,"1,348,932   ","855,891   ",63.4,"813,531   ",60.3,"42,360   ",4.9
36,New York,2001,3,"14,612,260   ","9,108,245   ",62.3,"8,719,823   ",59.7,"388,422   ",4.3
37,North Carolina,2001,3,"6,176,006   ","4,192,268   ",67.9,"3,991,708   ",64.6,"200,560   ",4.8
38,North Dakota,2001,3,"484,430   ","344,309   ",71.1,"334,851   ",69.1,"9,458   ",2.7
39,Ohio,2001,3,"8,653,257   ","5,810,671   ",67.2,"5,587,139   ",64.6,"223,532   ",3.8
40,Oklahoma,2001,3,"2,588,891   ","1,665,929   ",64.3,"1,614,117   ",62.3,"51,812   ",3.1
41,Oregon,2001,3,"2,667,795   ","1,814,100   ",68.0,"1,712,458   ",64.2,"101,642   ",5.6
42,Pennsylvania,2001,3,"9,504,003   ","6,180,184   ",65.0,"5,905,154   ",62.1,"275,030   ",4.5
44,Rhode Island,2001,3,"817,187   ","542,098   ",66.3,"518,777   ",63.5,"23,321   ",4.3
45,South Carolina,2001,3,"3,053,328   ","1,954,252   ",64.0,"1,862,977   ",61.0,"91,275   ",4.7
46,South Dakota,2001,3,"564,824   ","413,298   ",73.2,"401,645   ",71.1,"11,653   ",2.8
47,Tennessee,2001,3,"4,388,151   ","2,859,771   ",65.2,"2,744,562   ",62.5,"115,209   ",4.0
48,Texas,2001,3,"15,407,081   ","10,492,222   ",68.1,"10,037,198   ",65.1,"455,024   ",4.3
49,Utah,2001,3,"1,608,787   ","1,160,651   ",72.1,"1,114,848   ",69.3,"45,803   ",3.9
50,Vermont,2001,3,"477,290   ","337,288   ",70.7,"326,607   ",68.4,"10,681   ",3.2
51,Virginia,2001,3,"5,356,063   ","3,670,733   ",68.5,"3,574,644   ",66.7,"96,089   ",2.6
53,Washington,2001,3,"4,513,254   ","3,093,906   ",68.6,"2,921,179   ",64.7,"172,727   ",5.6
54,West Virginia,2001,3,"1,427,348   ","799,386   ",56.0,"757,535   ",53.1,"41,851   ",5.2
55,Wisconsin,2001,3,"4,114,656   ","3,020,474   ",73.4,"2,898,934   ",70.5,"121,540   ",4.0
56,Wyoming,2001,3,"374,064   ","268,171   ",71.7,"258,287   ",69.0,"9,884   ",3.7
1,Alabama,2001,4,"3,389,260   ","2,135,072   ",63.0,"2,030,986   ",59.9,"104,086   ",4.9
2,Alaska,2001,4,"441,403   ","320,488   ",72.6,"300,987   ",68.2,"19,501   ",6.1
4,Arizona,2001,4,"3,929,648   ","2,575,436   ",65.5,"2,467,052   ",62.8,"108,384   ",4.2
5,Arkansas,2001,4,"2,036,681   ","1,260,413   ",61.9,"1,203,276   ",59.1,"57,137   ",4.5
6,California,2001,4,"25,442,952   ","17,066,003   ",67.1,"16,213,500   ",63.7,"852,503   ",5.0
8,Colorado,2001,4,"3,330,031   ","2,379,022   ",71.4,"2,305,575   ",69.2,"73,447   ",3.1
9,Connecticut,2001,4,"2,607,177   ","1,748,846   ",67.1,"1,702,915   ",65.3,"45,931   ",2.6
10,Delaware,2001,4,"603,034   ","422,887   ",70.1,"408,637   ",67.8,"14,250   ",3.4
11,District of Columbia,2001,4,"460,411   ","310,624   ",67.5,"291,607   ",63.3,"19,017   ",6.1
12,Florida,2001,4,"12,673,851   ","8,057,451   ",63.6,"7,726,938   ",61.0,"330,513   ",4.1
13,Georgia,2001,4,"6,198,801   ","4,248,265   ",68.5,"4,092,954   ",66.0,"155,311   ",3.7
15,Hawaii,2001,4,"905,292   ","608,338   ",67.2,"582,822   ",64.4,"25,516   ",4.2
16,Idaho,2001,4,"965,243   ","675,268   ",70.0,"642,708   ",66.6,"32,560   ",4.8
17,Illinois,2001,4,"9,393,943   ","6,475,826   ",68.9,"6,137,057   ",65.3,"338,769   ",5.2
18,Indiana,2001,4,"4,623,507   ","3,140,459   ",67.9,"3,022,219   ",65.4,"118,240   ",3.8
19,Iowa,2001,4,"2,238,220   ","1,610,026   ",71.9,"1,558,753   ",69.6,"51,273   ",3.2
20,Kansas,2001,4,"2,010,999   ","1,398,726   ",69.6,"1,341,682   ",66.7,"57,044   ",4.1
21,Kentucky,2001,4,"3,101,406   ","1,958,517   ",63.1,"1,863,501   ",60.1,"95,016   ",4.9
22,Louisiana,2001,4,"3,293,852   ","2,029,478   ",61.6,"1,920,030   ",58.3,"109,448   ",5.4
23,Maine,2001,4,"1,002,123   ","675,436   ",67.4,"651,441   ",65.0,"23,995   ",3.6
24,Maryland,2001,4,"4,037,045   ","2,829,251   ",70.1,"2,722,683   ",67.4,"106,568   ",3.8
25,Massachusetts,2001,4,"4,963,354   ","3,381,432   ",68.1,"3,268,013   ",65.8,"113,419   ",3.4
26,Michigan,2001,4,"7,560,859   ","5,169,900   ",68.4,"4,922,437   ",65.1,"247,463   ",4.8
27,Minnesota,2001,4,"3,769,673   ","2,848,906   ",75.6,"2,749,027   ",72.9,"99,879   ",3.5
28,Mississippi,2001,4,"2,102,305   ","1,298,215   ",61.8,"1,232,251   ",58.6,"65,964   ",5.1
29,Missouri,2001,4,"4,263,899   ","2,993,694   ",70.2,"2,866,523   ",67.2,"127,171   ",4.2
30,Montana,2001,4,"691,662   ","466,697   ",67.5,"445,317   ",64.4,"21,380   ",4.6
31,Nebraska,2001,4,"1,289,076   ","946,186   ",73.4,"917,886   ",71.2,"28,300   ",3.0
32,Nevada,2001,4,"1,567,733   ","1,107,606   ",70.7,"1,053,881   ",67.2,"53,725   ",4.9
33,New Hampshire,2001,4,"962,016   ","693,399   ",72.1,"671,876   ",69.8,"21,523   ",3.1
34,New Jersey,2001,4,"6,477,759   ","4,279,861   ",66.1,"4,117,826   ",63.6,"162,035   ",3.8
35,New Mexico,2001,4,"1,349,772   ","855,246   ",63.4,"813,398   ",60.3,"41,848   ",4.9
36,New York,2001,4,"14,620,046   ","9,095,320   ",62.2,"8,701,872   ",59.5,"393,448   ",4.3
37,North Carolina,2001,4,"6,183,471   ","4,191,819   ",67.8,"3,982,108   ",64.4,"209,711   ",5.0
38,North Dakota,2001,4,"484,353   ","343,782   ",71.0,"334,370   ",69.0,"9,412   ",2.7
39,Ohio,2001,4,"8,656,582   ","5,811,816   ",67.1,"5,585,021   ",64.5,"226,795   ",3.9
40,Oklahoma,2001,4,"2,589,817   ","1,666,892   ",64.4,"1,613,465   ",62.3,"53,427   ",3.2
41,Oregon,2001,4,"2,670,864   ","1,813,028   ",67.9,"1,708,533   ",64.0,"104,495   ",5.8
42,Pennsylvania,2001,4,"9,506,024   ","6,180,288   ",65.0,"5,901,257   ",62.1,"279,031   ",4.5
44,Rhode Island,2001,4,"817,767   ","541,856   ",66.3,"517,876   ",63.3,"23,980   ",4.4
45,South Carolina,2001,4,"3,056,309   ","1,946,825   ",63.7,"1,852,116   ",60.6,"94,709   ",4.9
46,South Dakota,2001,4,"565,199   ","413,376   ",73.1,"401,571   ",71.0,"11,805   ",2.9
47,Tennessee,2001,4,"4,391,508   ","2,857,284   ",65.1,"2,739,708   ",62.4,"117,576   ",4.1
48,Texas,2001,4,"15,431,594   ","10,502,031   ",68.1,"10,031,118   ",65.0,"470,913   ",4.5
49,Utah,2001,4,"1,612,034   ","1,160,695   ",72.0,"1,114,003   ",69.1,"46,692   ",4.0
50,Vermont,2001,4,"477,637   ","337,429   ",70.6,"326,558   ",68.4,"10,871   ",3.2
51,Virginia,2001,4,"5,362,396   ","3,673,465   ",68.5,"3,571,404   ",66.6,"102,061   ",2.8
53,Washington,2001,4,"4,518,982   ","3,090,758   ",68.4,"2,915,751   ",64.5,"175,007   ",5.7
54,West Virginia,2001,4,"1,426,891   ","797,643   ",55.9,"756,168   ",53.0,"41,475   ",5.2
55,Wisconsin,2001,4,"4,117,964   ","3,021,235   ",73.4,"2,896,277   ",70.3,"124,958   ",4.1
56,Wyoming,2001,4,"374,225   ","268,260   ",71.7,"258,279   ",69.0,"9,981   ",3.7
1,Alabama,2001,5,"3,390,258   ","2,130,035   ",62.8,"2,025,197   ",59.7,"104,838   ",4.9
2,Alaska,2001,5,"442,100   ","320,814   ",72.6,"301,260   ",68.1,"19,554   ",6.1
4,Arizona,2001,5,"3,938,383   ","2,579,399   ",65.5,"2,469,093   ",62.7,"110,306   ",4.3
5,Arkansas,2001,5,"2,037,739   ","1,259,729   ",61.8,"1,201,821   ",59.0,"57,908   ",4.6
6,California,2001,5,"25,477,019   ","17,061,915   ",67.0,"16,191,476   ",63.6,"870,439   ",5.1
8,Colorado,2001,5,"3,337,135   ","2,381,894   ",71.4,"2,304,342   ",69.1,"77,552   ",3.3
9,Connecticut,2001,5,"2,608,492   ","1,746,614   ",67.0,"1,699,291   ",65.1,"47,323   ",2.7
10,Delaware,2001,5,"603,678   ","421,954   ",69.9,"408,021   ",67.6,"13,933   ",3.3
11,District of Columbia,2001,5,"460,745   ","310,303   ",67.3,"291,112   ",63.2,"19,191   ",6.2
12,Florida,2001,5,"12,694,136   ","8,060,205   ",63.5,"7,724,967   ",60.9,"335,238   ",4.2
13,Georgia,2001,5,"6,209,942   ","4,244,522   ",68.4,"4,086,701   ",65.8,"157,821   ",3.7
15,Hawaii,2001,5,"905,953   ","607,700   ",67.1,"582,487   ",64.3,"25,213   ",4.1
16,Idaho,2001,5,"966,791   ","676,697   ",70.0,"643,669   ",66.6,"33,028   ",4.9
17,Illinois,2001,5,"9,399,314   ","6,468,552   ",68.8,"6,129,446   ",65.2,"339,106   ",5.2
18,Indiana,2001,5,"4,625,967   ","3,138,280   ",67.8,"3,017,196   ",65.2,"121,084   ",3.9
19,Iowa,2001,5,"2,238,858   ","1,610,648   ",71.9,"1,559,211   ",69.6,"51,437   ",3.2
20,Kansas,2001,5,"2,012,049   ","1,396,636   ",69.4,"1,339,756   ",66.6,"56,880   ",4.1
21,Kentucky,2001,5,"3,103,053   ","1,954,385   ",63.0,"1,857,689   ",59.9,"96,696   ",4.9
22,Louisiana,2001,5,"3,294,280   ","2,025,314   ",61.5,"1,917,313   ",58.2,"108,001   ",5.3
23,Maine,2001,5,"1,003,074   ","675,353   ",67.3,"650,651   ",64.9,"24,702   ",3.7
24,Maryland,2001,5,"4,041,659   ","2,827,494   ",70.0,"2,718,303   ",67.3,"109,191   ",3.9
25,Massachusetts,2001,5,"4,967,224   ","3,382,048   ",68.1,"3,263,771   ",65.7,"118,277   ",3.5
26,Michigan,2001,5,"7,565,542   ","5,157,214   ",68.2,"4,907,941   ",64.9,"249,273   ",4.8
27,Minnesota,2001,5,"3,774,037   ","2,847,221   ",75.4,"2,744,908   ",72.7,"102,313   ",3.6
28,Mississippi,2001,5,"2,102,875   ","1,294,852   ",61.6,"1,228,504   ",58.4,"66,348   ",5.1
29,Missouri,2001,5,"4,267,104   ","2,988,304   ",70.0,"2,861,336   ",67.1,"126,968   ",4.2
30,Montana,2001,5,"692,184   ","465,819   ",67.3,"444,567   ",64.2,"21,252   ",4.6
31,Nebraska,2001,5,"1,289,688   ","945,687   ",73.3,"917,143   ",71.1,"28,544   ",3.0
32,Nevada,2001,5,"1,572,539   ","1,109,352   ",70.5,"1,054,604   ",67.1,"54,748   ",4.9
33,New Hampshire,2001,5,"963,368   ","692,330   ",71.9,"670,101   ",69.6,"22,229   ",3.2
34,New Jersey,2001,5,"6,481,579   ","4,279,650   ",66.0,"4,114,060   ",63.5,"165,590   ",3.9
35,New Mexico,2001,5,"1,350,584   ","854,379   ",63.3,"813,146   ",60.2,"41,233   ",4.8
36,New York,2001,5,"14,627,920   ","9,087,010   ",62.1,"8,684,335   ",59.4,"402,675   ",4.4
37,North Carolina,2001,5,"6,191,086   ","4,189,087   ",67.7,"3,970,968   ",64.1,"218,119   ",5.2
38,North Dakota,2001,5,"484,353   ","343,071   ",70.8,"333,683   ",68.9,"9,388   ",2.7
39,Ohio,2001,5,"8,660,283   ","5,812,072   ",67.1,"5,580,007   ",64.4,"232,065   ",4.0
40,Oklahoma,2001,5,"2,590,836   ","1,667,424   ",64.4,"1,612,236   ",62.2,"55,188   ",3.3
41,Oregon,2001,5,"2,674,062   ","1,812,473   ",67.8,"1,705,200   ",63.8,"107,273   ",5.9
42,Pennsylvania,2001,5,"9,508,525   ","6,177,356   ",65.0,"5,894,367   ",62.0,"282,989   ",4.6
44,Rhode Island,2001,5,"818,383   ","541,488   ",66.2,"517,143   ",63.2,"24,345   ",4.5
45,South Carolina,2001,5,"3,059,343   ","1,940,163   ",63.4,"1,842,559   ",60.2,"97,604   ",5.0
46,South Dakota,2001,5,"565,629   ","413,319   ",73.1,"401,367   ",71.0,"11,952   ",2.9
47,Tennessee,2001,5,"4,395,078   ","2,854,355   ",64.9,"2,734,072   ",62.2,"120,283   ",4.2
48,Texas,2001,5,"15,456,099   ","10,511,424   ",68.0,"10,023,661   ",64.9,"487,763   ",4.6
49,Utah,2001,5,"1,615,352   ","1,160,718   ",71.9,"1,112,990   ",68.9,"47,728   ",4.1
50,Vermont,2001,5,"478,054   ","337,553   ",70.6,"326,566   ",68.3,"10,987   ",3.3
51,Virginia,2001,5,"5,368,787   ","3,675,170   ",68.5,"3,567,108   ",66.4,"108,062   ",2.9
53,Washington,2001,5,"4,524,913   ","3,087,259   ",68.2,"2,910,430   ",64.3,"176,829   ",5.7
54,West Virginia,2001,5,"1,426,529   ","795,920   ",55.8,"754,638   ",52.9,"41,282   ",5.2
55,Wisconsin,2001,5,"4,121,525   ","3,020,351   ",73.3,"2,892,795   ",70.2,"127,556   ",4.2
56,Wyoming,2001,5,"374,421   ","268,332   ",71.7,"258,220   ",69.0,"10,112   ",3.8
1,Alabama,2001,6,"3,391,415   ","2,125,294   ",62.7,"2,019,160   ",59.5,"106,134   ",5.0
2,Alaska,2001,6,"442,790   ","321,252   ",72.6,"301,545   ",68.1,"19,707   ",6.1
4,Arizona,2001,6,"3,947,379   ","2,583,941   ",65.5,"2,470,488   ",62.6,"113,453   ",4.4
5,Arkansas,2001,6,"2,038,912   ","1,259,197   ",61.8,"1,200,558   ",58.9,"58,639   ",4.7
6,California,2001,6,"25,512,789   ","17,062,514   ",66.9,"16,168,434   ",63.4,"894,080   ",5.2
8,Colorado,2001,6,"3,344,448   ","2,386,088   ",71.3,"2,303,819   ",68.9,"82,269   ",3.4
9,Connecticut,2001,6,"2,609,938   ","1,745,327   ",66.9,"1,696,540   ",65.0,"48,787   ",2.8
10,Delaware,2001,6,"604,340   ","421,064   ",69.7,"407,191   ",67.4,"13,873   ",3.3
11,District of Columbia,2001,6,"461,078   ","310,421   ",67.3,"290,914   ",63.1,"19,507   ",6.3
12,Florida,2001,6,"12,715,218   ","8,064,197   ",63.4,"7,722,943   ",60.7,"341,254   ",4.2
13,Georgia,2001,6,"6,221,345   ","4,242,516   ",68.2,"4,080,730   ",65.6,"161,786   ",3.8
15,Hawaii,2001,6,"906,693   ","606,975   ",66.9,"582,108   ",64.2,"24,867   ",4.1
16,Idaho,2001,6,"968,401   ","678,132   ",70.0,"644,538   ",66.6,"33,594   ",5.0
17,Illinois,2001,6,"9,405,189   ","6,459,192   ",68.7,"6,119,367   ",65.1,"339,825   ",5.3
18,Indiana,2001,6,"4,628,628   ","3,137,043   ",67.8,"3,012,271   ",65.1,"124,772   ",4.0
19,Iowa,2001,6,"2,239,580   ","1,611,094   ",71.9,"1,559,480   ",69.6,"51,614   ",3.2
20,Kansas,2001,6,"2,013,249   ","1,395,029   ",69.3,"1,338,024   ",66.5,"57,005   ",4.1
21,Kentucky,2001,6,"3,104,831   ","1,950,891   ",62.8,"1,852,210   ",59.7,"98,681   ",5.1
22,Louisiana,2001,6,"3,294,875   ","2,022,275   ",61.4,"1,914,852   ",58.1,"107,423   ",5.3
23,Maine,2001,6,"1,004,055   ","675,346   ",67.3,"650,029   ",64.7,"25,317   ",3.7
24,Maryland,2001,6,"4,046,455   ","2,827,207   ",69.9,"2,714,274   ",67.1,"112,933   ",4.0
25,Massachusetts,2001,6,"4,971,387   ","3,383,349   ",68.1,"3,259,884   ",65.6,"123,465   ",3.6
26,Michigan,2001,6,"7,570,642   ","5,143,387   ",67.9,"4,891,453   ",64.6,"251,934   ",4.9
27,Minnesota,2001,6,"3,778,582   ","2,845,315   ",75.3,"2,740,838   ",72.5,"104,477   ",3.7
28,Mississippi,2001,6,"2,103,548   ","1,291,859   ",61.4,"1,224,684   ",58.2,"67,175   ",5.2
29,Missouri,2001,6,"4,270,528   ","2,983,912   ",69.9,"2,855,975   ",66.9,"127,937   ",4.3
30,Montana,2001,6,"692,756   ","464,970   ",67.1,"443,817   ",64.1,"21,153   ",4.5
31,Nebraska,2001,6,"1,290,397   ","945,107   ",73.2,"916,309   ",71.0,"28,798   ",3.0
32,Nevada,2001,6,"1,577,431   ","1,111,300   ",70.4,"1,055,337   ",66.9,"55,963   ",5.0
33,New Hampshire,2001,6,"964,752   ","691,325   ",71.7,"668,343   ",69.3,"22,982   ",3.3
34,New Jersey,2001,6,"6,485,824   ","4,282,085   ",66.0,"4,111,205   ",63.4,"170,880   ",4.0
35,New Mexico,2001,6,"1,351,501   ","853,680   ",63.2,"812,903   ",60.1,"40,777   ",4.8
36,New York,2001,6,"14,636,641   ","9,087,123   ",62.1,"8,670,637   ",59.2,"416,486   ",4.6
37,North Carolina,2001,6,"6,199,031   ","4,186,363   ",67.5,"3,960,189   ",63.9,"226,174   ",5.4
38,North Dakota,2001,6,"484,331   ","342,370   ",70.7,"332,979   ",68.8,"9,391   ",2.7
39,Ohio,2001,6,"8,664,455   ","5,814,261   ",67.1,"5,574,358   ",64.3,"239,903   ",4.1
